video,timing,response
rest,39.635154700000044,NA
Couple1_Talking4,43.63640940000005,False
Couple1_Talking4,46.684752499999945,True
Couple1_Talking4,49.73382809999998,NA
Couple1_Talking4,52.78347889999998,True
Couple1_Talking4,55.832636800000046,NA
Couple1_Talking4,59.0488666,True
Couple1_Talking4,62.09851570000001,NA
Couple1_Talking4,65.71369609999999,True
Couple1_Talking4,68.83021159999998,NA
rest,71.89531639999996,NA
