video,timing,response
rest,31.214895400000046,NA
Couple1_Talking4,35.215612299999975,True
Couple1_Talking4,38.27059780000002,NA
Couple1_Talking4,41.319276299999956,NA
Couple1_Talking4,44.368808100000024,False
Couple1_Talking4,47.41881050000006,True
Couple1_Talking4,50.53482389999999,True
Couple1_Talking4,53.58426110000005,NA
Couple1_Talking4,57.20023409999999,True
Couple1_Talking4,60.41522480000003,NA
rest,63.481159599999955,NA
